30;0;0;0;0;1787;0;0;0;19;0;79;1;-1;0;0;0
33;1;0;1;0;4789;1;1;0;11;1;220;1;339;4;1;0
35;2;1;2;0;1350;1;0;0;16;2;185;1;330;1;1;0
30;2;0;2;0;1476;1;1;1;3;3;199;4;-1;0;0;0
59;3;0;1;0;0;1;0;1;5;1;226;1;-1;0;0;0
35;2;1;2;0;747;0;0;0;23;4;141;2;176;3;1;0
36;4;0;2;0;307;1;0;0;14;1;341;1;330;2;2;0
39;5;0;1;0;147;1;0;0;6;1;151;2;-1;0;0;0
41;6;0;2;0;221;1;0;1;14;1;57;2;-1;0;0;0
43;1;0;0;0;-88;1;1;0;17;2;313;1;147;2;1;0
39;1;0;1;0;9374;1;0;1;20;1;273;1;-1;0;0;0
43;7;0;1;0;264;1;0;0;17;2;113;2;-1;0;0;0
36;5;0;2;0;1109;0;0;0;13;5;328;2;-1;0;0;0
20;8;1;1;0;502;0;0;0;30;2;261;1;-1;0;0;1
31;3;0;1;0;360;1;1;0;29;6;89;1;241;1;1;0
40;2;0;2;0;194;0;1;0;29;5;189;2;-1;0;0;0
56;5;0;1;0;4073;0;0;0;27;5;239;5;-1;0;0;0
37;7;1;2;0;2317;1;0;0;20;2;114;1;152;2;1;0
25;3;1;0;0;-221;1;0;1;23;1;250;1;-1;0;0;0
31;1;0;1;0;132;0;0;0;7;7;148;1;152;1;2;0
38;2;2;3;0;0;1;0;0;18;8;96;2;-1;0;0;0
42;2;2;2;0;16;0;0;0;19;8;140;3;-1;0;0;0
44;1;1;1;0;106;0;0;1;12;3;109;2;-1;0;0;0
44;6;0;1;0;93;0;0;0;7;7;125;2;-1;0;0;0
26;9;0;2;0;543;0;0;0;30;6;169;3;-1;0;0;0
41;2;0;2;0;5883;0;0;0;20;8;182;2;-1;0;0;0
55;3;0;0;0;627;1;0;1;5;1;247;1;-1;0;0;0
67;10;0;3;0;696;0;0;2;17;5;119;1;105;2;1;0
56;4;0;1;0;784;0;1;0;30;7;149;2;-1;0;0;0
53;7;0;1;0;105;0;1;0;21;5;74;2;-1;0;0;0
68;10;2;1;0;4189;0;0;2;14;7;897;2;-1;0;0;1
31;5;0;1;0;171;0;0;0;27;5;81;3;-1;0;0;0
59;2;0;1;0;42;0;0;0;21;8;40;1;-1;0;0;0
32;2;1;2;0;2536;1;0;0;26;5;958;6;-1;0;0;1
49;5;0;2;0;1235;0;0;0;13;5;354;3;-1;0;0;1
42;7;2;1;0;1811;1;0;1;14;1;150;1;-1;0;0;0
78;10;2;0;0;229;0;0;2;22;0;97;1;-1;0;0;1
32;3;0;1;0;2089;1;0;0;14;8;132;1;-1;0;0;1
33;2;0;1;0;3935;1;0;0;6;1;765;1;342;2;1;1
23;1;1;2;0;363;1;0;1;30;1;16;18;-1;0;0;0
38;2;1;2;0;11971;1;0;1;17;8;609;2;101;3;1;0
36;2;1;2;0;553;0;0;0;11;5;106;2;-1;0;0;0
52;3;0;1;0;1117;1;0;0;13;1;365;1;-1;0;0;0
32;5;0;2;0;396;1;0;0;13;1;205;3;-1;0;0;0
32;5;1;2;0;2204;1;0;0;21;8;11;4;-1;0;0;0
34;2;1;2;0;872;1;0;1;7;1;105;2;-1;0;0;0
55;3;0;0;0;145;0;0;2;2;4;59;3;5;2;2;0
26;3;0;0;0;0;1;0;1;21;1;425;1;-1;0;0;0
32;6;1;0;1;-849;1;1;0;4;4;204;1;-1;0;0;0
61;7;0;3;0;4629;1;0;0;27;6;181;1;92;1;3;1
45;3;2;0;0;844;0;0;1;5;3;1018;3;-1;0;0;1
37;5;1;1;0;228;1;0;0;20;5;1740;2;-1;0;0;0
38;5;1;1;0;50;0;0;0;29;5;98;2;-1;0;0;0
34;5;0;2;0;1539;1;0;0;15;3;441;1;56;1;2;1
53;3;0;1;0;2231;1;0;0;14;7;272;3;-1;0;0;0
48;7;0;1;0;3064;1;0;2;15;7;159;2;-1;0;0;0
57;2;0;1;0;82;0;1;2;4;4;140;1;-1;0;0;0
33;4;1;2;0;2155;0;0;0;17;8;295;1;-1;0;0;0
36;10;1;1;0;101;1;1;1;26;1;314;1;-1;0;0;0
54;5;2;1;0;784;1;1;1;15;1;579;1;-1;0;0;0
41;3;0;0;0;-516;0;1;2;8;7;554;3;-1;0;0;0
63;10;0;1;0;415;1;0;0;7;0;323;1;-1;0;0;0
48;2;0;2;0;5887;0;0;0;13;5;227;2;-1;0;0;0
48;1;0;1;0;1355;0;0;0;4;7;134;2;-1;0;0;0
56;7;0;1;0;16873;0;0;0;7;0;223;1;-1;0;0;0
51;3;2;1;0;203;1;0;0;8;1;134;1;170;5;1;0
31;1;0;1;0;338;1;0;0;28;6;155;1;-1;0;0;0
29;5;0;1;0;444;1;0;0;21;7;130;4;-1;0;0;0
41;2;0;1;0;0;0;1;0;7;7;630;3;-1;0;0;0
32;5;1;2;0;360;0;0;0;19;8;164;2;-1;0;0;0
37;2;0;2;0;0;0;0;0;16;7;268;2;182;3;3;1
42;6;2;2;1;2;1;0;1;5;1;380;1;-1;0;0;0
31;2;1;2;0;6248;1;0;1;9;1;154;2;-1;0;0;0
41;1;0;2;0;412;1;0;1;3;3;154;5;-1;0;0;0
56;10;0;1;0;344;1;0;1;15;1;221;1;-1;0;0;0
54;2;2;2;0;3222;0;0;0;14;5;67;2;-1;0;0;0
41;3;2;1;0;174;1;0;0;14;1;367;2;297;1;2;0
40;5;1;1;0;591;0;1;0;14;5;87;6;-1;0;0;0
50;3;2;0;0;388;0;0;0;5;4;701;1;-1;0;0;0
40;0;0;1;0;219;1;0;0;17;8;204;2;196;1;1;0
27;7;2;1;0;451;1;0;0;16;7;652;1;-1;0;0;1
60;10;0;0;0;5;0;0;0;26;5;63;2;-1;0;0;0
28;7;1;1;0;177;1;1;0;6;1;150;1;-1;0;0;0
52;1;0;1;0;657;0;0;2;7;7;398;2;460;2;1;1
37;2;0;2;0;1315;0;0;0;30;3;224;1;-1;0;0;1
51;3;0;0;0;1466;1;0;1;7;1;406;2;-1;0;0;0
41;5;1;1;0;879;0;1;0;7;7;60;4;-1;0;0;0
35;3;1;0;0;293;1;0;1;30;1;521;2;-1;0;0;0
38;7;0;1;0;424;1;0;0;17;2;279;1;-1;0;0;0
34;3;0;1;0;1831;1;0;1;20;1;203;2;-1;0;0;0
39;3;0;0;0;111;0;0;0;18;8;201;2;-1;0;0;0
34;3;0;0;0;455;1;0;1;20;3;372;3;-1;0;0;0
27;1;1;1;0;-195;1;0;0;18;1;391;1;-1;0;0;1
32;2;1;2;0;3616;0;0;0;14;5;165;2;-1;0;0;0
57;3;0;1;0;14093;0;0;0;11;5;231;5;-1;0;0;0
41;11;1;2;0;1567;0;0;0;1;7;291;2;-1;0;0;0
41;7;0;2;0;5426;1;0;1;14;1;149;2;-1;0;0;0
30;7;1;2;0;261;0;0;0;19;0;233;1;137;20;1;0
36;3;2;1;0;2843;0;0;0;12;4;473;1;182;1;3;0
31;0;1;0;0;406;0;0;0;4;4;736;1;-1;0;0;1
36;3;0;1;0;0;1;0;1;6;1;337;1;-1;0;0;0
38;2;1;2;0;493;1;0;0;11;1;553;1;367;7;1;0
49;5;0;1;0;5996;0;0;2;21;8;345;2;-1;0;0;0
57;1;1;0;0;3777;1;0;2;13;1;65;2;-1;0;0;0
34;2;1;1;0;524;0;0;1;13;5;9;1;-1;0;0;0
32;2;1;2;0;574;1;0;0;14;2;259;2;145;3;1;0
37;3;0;1;0;427;1;1;1;9;3;371;3;-1;0;0;0
33;4;0;2;0;483;1;0;0;3;4;280;2;-1;0;0;0
56;0;0;0;0;3391;0;0;0;21;2;243;1;-1;0;0;1
27;9;0;0;0;0;1;0;0;23;7;435;3;-1;0;0;0
21;8;1;1;0;2488;0;0;0;30;3;258;6;169;3;3;1
58;2;0;2;0;1517;1;0;2;29;7;7;5;-1;0;0;0
32;4;0;1;0;217;1;1;0;15;7;317;5;-1;0;0;0
33;3;1;1;0;22;0;0;0;30;6;76;2;207;1;1;0
25;8;1;1;0;331;0;0;2;26;5;170;4;-1;0;0;1
25;5;1;1;0;505;0;1;0;17;8;386;2;-1;0;0;1
30;1;0;1;0;1808;1;0;0;18;1;83;2;-1;0;0;0
22;7;1;1;0;4111;0;1;0;19;5;65;1;-1;0;0;0
39;3;0;0;0;52;0;0;0;13;5;69;1;-1;0;0;0
46;2;2;2;0;25;0;0;1;17;3;564;2;-1;0;0;0
31;7;2;1;0;1890;1;0;0;21;7;588;1;-1;0;0;0
45;3;0;0;0;419;0;0;0;18;5;113;4;-1;0;0;0
32;5;0;1;0;2693;1;0;1;21;1;16;1;-1;0;0;0
36;3;0;1;0;-231;0;1;0;15;7;779;2;-1;0;0;0
51;2;1;2;1;-55;1;0;0;11;1;281;2;266;6;1;0
34;4;1;2;0;462;0;0;0;21;5;1877;3;-1;0;0;1
24;0;1;1;0;119;0;0;1;15;9;51;1;-1;0;0;0
45;5;1;1;0;586;0;1;0;28;7;32;3;-1;0;0;0
32;3;1;1;0;228;0;0;2;5;4;176;1;288;3;1;0
77;10;2;2;0;4659;0;0;0;14;2;161;1;-1;0;0;1
41;3;0;0;0;168;1;0;0;18;8;187;3;-1;0;0;0
37;3;0;0;0;0;1;0;1;26;1;24;1;-1;0;0;0
43;3;0;3;1;-715;1;0;1;30;1;67;3;-1;0;0;0
48;7;0;3;0;0;1;0;0;8;1;85;1;168;2;1;0
27;5;1;1;0;769;1;0;1;9;1;317;2;-1;0;0;0
33;2;1;2;0;0;0;0;0;28;5;236;10;-1;0;0;0
